Product_Category,Product_Name,Product_Value
Car,Galant 1974,107246.96
Car,Galant 1975,32130.2
Car,Gallardo 1985,117627
Car,Gallardo 1986,91031.64
Car,Genesis Coupe,117114.97
Car,GL-Class,52599
Car,Golf-W,41366.44
Car,Golf-S,102003.1
Car,Grand Am 1973,36303.85
Car,Grand Am 1985,66504.56
Car,Grand Am 1974,58362.23
Car,Grand Caravan 1999,106910.21
Car,Grand Caravan 1997,72015.35
Car,Grand Cherokee 1985,12743.36
Car,Grand Cherokee 1961,60617.91
Car,Grand Cherokee 1963,65696.32
Car,Grand Cherokee 1988,43582.2
Car,Grand Cherokee 1999,111629.76
Car,Grand Cherokee 2001,48109.81
Car,Grand Marquis,102965.72
Car,Grand Prix 1997,117501.38
Car,Grand Prix 1996,39403.96
Car,Grand Prix 1998,29857.41
Car,Grand Prix 1995,115504.38
Car,Grand Prix 2002,47027.64
Car,Grand Vitara 2000,83976.69
Car,Grand Vitara 1996,72401.53
Car,Grand Vitara 1994,13452.72
Car,GranTurismo,67685.47
Car,GS 1998,79032.3
Car,GS 1997,56597.03
Car,G-Series 3500,117642.45
Car,G-Series G20,117738.58
Car,G-Series G30,91685.25
Car,GT,54219.59
Car,GT450,66692.51
Car,GT350,34564.37
Car,GTI 1997,72440.26
Car,GTI 2000,117331.45
Car,GTI 1994,72654.12
Car,GTI 2002,50038.41
Car,GTI 1998,24869.24
Car,GTI 1984,97240.55
Car,GTO 1985,67655.12
Car,GTO 1974,78546.31
Car,GTR,25904.2
Car,GT-R 1999,80778.24
Car,GT-R 1998,25222.14
Car,GT-R 2002,29912.85
Car,GX,54177.02
Car,H1,62477.5
Car,H2,94684.16
Car,H3,28874.76
Car,H5,18814.67
Car,Highlander 2005,19618.82
Car,Highlander 1999,89920.5
Car,Hombre,16398.32
Car,Horizon,106234.9
Car,HS 1995,25740.16
Car,HS 1996,43251.23
Car,Impala 1996,64781.49
Car,Impala 1975,18931.7
Car,Impala 1976,61913.65
Car,Impala 1978,75082.35
Car,Impreza 1988,104975.55
Car,Impreza 1975,81491.23
Car,Impreza 1999,79259.67
Car,Integra 1986,46699.28
Car,Integra 1981,33590.89
Car,Interceptor,63572.78
Car,Ipsum,113307.32
Car,Jetta,72371.61
Car,Jetta-R,93947.74
Car,Jimmy,118324.4
Car,Journey,104728.05
Car,L300,99912.93
Car,Lancer 1984,76792.05
Car,Lancer 1998,104926.54
Car,Lancer Evolution 1996,17785.63
Car,Lancer Evolution 1997,46586
Car,Lancer Evolution 1983,104802.71
Car,Land Cruiser 1988,22519.59
Car,Land Cruiser 1987,79478.09
Car,Land Cruiser 1999,21069.19
Car,Land Cruiser 1978,92498.98
Car,Landaulet,83646.52
Car,Lanos,47524.82
Car,Legacy 1996,89569.53
Car,Legacy 1988,13970.46
Car,Legacy 1998,47128.43
Car,Legacy 1987,64488.97
Car,Legacy 1978,53910.82
Car,Legacy 1979,16526.33
Car,Leganza,51424.99
Car,Legend 1988,96194.29
Car,Legend 2000,64565.21
Car,LeMans 2000,87686.82
Car,LeMans 2002,34318.65
Car,LeMans 2001,76672.36
Car,LeMans 1988,52145.34
Car,LeMans 1975,41551.25
Car,LeMans 1998,77354.61
Car,Leone 2001,76654.31
Car,Leone 1997,58979.66
Car,LeSabre 1977,39621.26
Car,LeSabre 1976,15050.8
Car,LeSabre 1978,34807.02
Car,LeSabre 1978,81159.03
Car,LHS,24322.16
Car,Liberty,100472.75
Car,Loyale 1998,93275.86
Car,Loyale 1988,47868.05
Car,LR3,109225.35
Car,LS 1975,26144.69
Car,LS 1978,56444.95
Car,LS 1980,90380.67
Car,LS 1981,57929.8
Car,LS 1999,66957.95
Car,LS 1993,110325.76
Car,LS 1994,76557.79
Car,LS 1995,100000.86
Car,LS 1996,91944.23
Car,L-Series,48616.36
Car,Lucerne,74630.3
Car,Lumina 1996,40681.27
Car,Lumina 1995,53955.11
Car,Lumina 1987,93276.76
Car,Lumina APV,71505.5
Car,LX-3,64838.65
Car,LX,13561.09
Car,Lynx,96513.13
Car,M1,23982.12
Car,M3 2002,18380.13
Car,M3 2003,101969.55
Car,M3 1999,86409.2
Car,M5 2004,112728.71
Car,M5 2005,89107.5
Car,Malibu 1978,39829.14
Car,Malibu 1988,19901.31
Car,Malibu Maxx,78647.7
Car,Mariner,110220.75
Car,Marquis,17417.63
Car,Matrix 1998,54414.53
Car,Matrix 1986,65665.38
Car,Maxima 1997,21162.11
Car,Maxima 1996,75179.61
Car,Mazda2,20412.9
Car,Mazda5 2000,109680
Car,Mazda5 1999,90662.38
Car,Mazdaspeed 3,42653.59
Car,M-Class 1998,29232.53
Car,M-Class 1978,80816.12
Car,M-Class 1977,106234.77
Car,M-Class 1976,44175.52
Car,MDX,105953.23
Car,Metro 1993,66852.12
Car,Metro 2000,75108.63
Car,Metro 2001,61762.28
Car,Metro 1998,74569.87
Car,Miata MX-5 2000,74843.88
Car,Miata MX-5 1998,76663.91
Car,Mighty Max,39244.87
Car,Mighty Max Macro,33228.94
Car,Milan,99311.03
Car,Millenia,96028.87
Car,Mirage,40414.04
Car,MKX 2004,89119.9
Car,MKX 1997,30373.28
Car,MKX 1986,67344.15
Car,Montero 1997,98889.72
Car,Montero 1986,31736.13
Car,Montero Sport 1975,64184.65
Car,Montero Sport 1978,107188.19
Car,Montero Sport 1999,63605.51
Car,Mountaineer 1998,83725.55
Car,Mountaineer 1986,29176.28
Car,Mountaineer 1978,61629.58
Car,Mountaineer 2000,110409.37
Car,MPV 1998,109649.69
Car,MPV 1997,105887.84
Car,MR2,78603
Car,Murano 1987,118573.33
Car,Murano 1986,64848.03
Car,Murano 1975,14258.86
Car,MX-5 1986,116201.61
Car,MX-5 1985,11992.94
Car,MX-5 1984,119036.54
Car,MX-6 2000,88634.98
Car,MX-6 2001,60064.27
Car,Mystique,47909.02
Car,Navajo,114663.66
Car,Navigator,59714.31
Car,Neon 1987,73282.49
Car,Neon 1977,52380.79
Car,New Beetle 1988,114292.09
Car,New Beetle 1999,96777.2
Car,New Yorker 1987,49348.87
Car,New Yorker 1986,73767.11
Car,Nuova 500 1986,74594.57
Car,Nuova 500 1988,118694.34
Car,Odyssey 1995,90122.58
Car,Odyssey 1991,53393.54
Car,Optima ,82233.15
Car,Outlook ,36461.53
Car,Pajero,54658.21
Car,Park Avenue 1992,33608.75
Car,Park Avenue 1993,68835.16
Car,Park Avenue 19991,108116.7
Car,Passat,108966.52
Car,Passport,35357.44
Car,Pathfinder 1978,68638.19
Car,Pathfinder 1971,18468.01
Car,Pathfinder Armada,118706.38
Car,Patriot,24831.71
Car,Pilot,50703.11
Car,Prelude,42516.28
Car,Previa 1978,78750.03
Car,Previa 1977,117316.17
Car,Prius Plug-in,42189.35
Car,Prizm 1996,116326.02
Car,Prizm 1997,21577.58
Car,Probe 2000,64225.11
Car,Probe 1997,80283.53
Car,Probe 1996,43799.13
Car,Protégé 1976,44677.61
Car,Protégé 1977,41301.53
Car,Prowler 1976,14148.01
Car,Prowler 1977,37857.72
Car,PT Cruiser,115776.89
Car,Q7,113728.59
Car,Quantum,80563.09
Car,Quattroporte 1996,35108.71
Car,Quattroporte 1976,108906.75
Car,Quest 1996,34623.12
Car,Quest 1997,61178.81
Car,Quest 1998,100934.34
Car,Quest 1977,48185.43
Car,Quest 1988,79914.93
Car,QX 1984,82797.23
Car,QX 1983,20776.86
Car,QX 1988,24247.47
Car,R8 ,95471.58
Car,Raider 1992,45073.17
Car,Rainier 1976,98220.3
Car,Rainier 1986,21749.27
Car,Rainier 1985,39154.55
Car,Rally Wagon 2500,114134.75
Car,Ram 1500 1990,17331.57
Car,Ram 1500 1991,96074.94
Car,Ram 1500 1992,42948.44
Car,Ram 1500 1993,94820.63
Car,Ram 1500 Club 2000,54068.21
Car,Ram 1500 Club 1999,18254.91
Car,Ram 2500 1995,12182.79
Car,Ram 2500 1985,24418.96
Car,Ram 3500 1988,106237.19
Car,Ram 3500 1994,100685.4
Car,Ram 3500 2001,14406.82
Car,Ram 50 1978,36044.33
Car,Ram Van 2500 1991,61162.47
Car,Ram Van 3500 1995,52479.16
Car,Ram Van 3500 2000,66722.91
Car,Ram Van B150,29157.72
Car,Range Rover 1995,48816.41
Car,Range Rover 1996,87810.89
Car,Range Rover Sport,68172
Car,Ranger 1996,115746.07
Car,Ranger 1975,79768.09
Car,RAV4 1996,73488.18
Car,RAV4 1997,52222.55
Car,RAV4 1999,35921.95
Car,R-Class,25527.29
Car,RDX,42965.51
Car,Regal,95834.41
Car,Rendezvous,13804.15
Car,riolet,20713.98
Car,Riviera,106339.41
Car,RL 1996,43127.66
Car,RL 1988,108972.64
Car,Roadmaster 1987,80508.45
Car,Roadmaster 1983,64764.81
Car,Roadmaster 1977,109919.14
Car,Rodeo 1993,98748.38
Car,Rodeo 1994,91667.2
Car,RS 6,34829.38
Car,RSX,101036.02
Car,RX Hybrid,60356.77
Car,RX-7 1992,44448.08
Car,RX-7 1975,74485.11
Car,S10 1983,28052.87
Car,S10 1999,14268.61
Car,S2000 1999,83468.45
Car,S2000 2000,87862.58
Car,S4 1984,22558.39
Car,S40 1997,79502.29
Car,S5 1994,64198.96
Car,S60 1996,29956.19
Car,S60 1997,33177.18
Car,S60 1998,52122.56
Car,S70 ,19998.31
Car,S8,117258.51
Car,S80,20067.49
Car,S90,60980.76
Car,Sable 1995,30100.26
Car,Sable 1978,103334.35
Car,Safari 1996,102901.57
Car,Safari 1985,28037.55
Car,Safari 1986,91416.75
Car,Samurai,51885.66
Car,Santa Fe 2002,73493.01
Car,Santa Fe 2001,21179.2
Car,Savana 2005,48904.5
Car,Savana 1995,58857.89
Car,Savana 1500 1998,93943.49
Car,Savana 1500 1984,61691.69
Car,Savana 1500 1983,68248.91
Car,Savana 1500 1988,47188.25
Car,Savana 1500 1987,93570.05
Car,Savana 1500 1989,66529.41
Car,Savana 2500 1988,28692.3
Car,Savana 2500 1983,75699.04
Car,Savana 3500 1988,38344.35
Car,Savana 3500 1987,58245.46
Car,Savana 3500 1988,15723.56
Car,SC 2002,49876.79
Car,SC 2000,46457.47
Car,SC 1996,66993.39
Car,S-Class 2002,23540.78
Car,S-Class 2003,17479.61
Car,S-Class 2005,74088.17
Car,Scoupe 1996,91213.37
Car,Scoupe 1997,53220.75
Car,Sebring 1978,68404.31
Car,Sebring 1979,39254.29
Car,Sebring 1980,80725.54
Car,Sebring 1983,112739.38
Car,Sedona 1988,108935.23
Car,Sentra 1986,39847.15
Car,Sephia 1984,95532.53
Car,Sequoia,65841.31
Car,Seville 1987,85526.45
Car,Seville 1988,69379.63
Car,Seville 1999,74907.07
Car,Shadow,83173.59
Car,Sidekick,88393.93
Car,Sienna 1986,72704.52
Car,Sienna 1984,88686.12
Car,Sierra 2500,108514.53
Car,Sierra 3500,49947.8
Car,Sierra Hybrid,44218.77
Car,Sigma 2000,73570.81
Car,Sigma 2002,61841.79
Car,Silhouette,47204.93
Car,Silverado 1997,73422.78
Car,Silverado 1987,52514.88
Car,Silverado 1983,20146.06
Car,Silverado 2500,59677.57
Car,Silverado 3500,119439.54
Car,Silverado 3500HD,46299.9
Car,SJ 1987,91567.53
Car,SJ 1977,11987.52
Car,SJ 1976,93313.03
Car,SJ 1978,24447.24
Car,SJ 1998,67312.37
Car,Skylark,26432.33
Car,SL-Class 1978,36145.35
Car,SL-Class 1977,27365.34
Car,SL-Class 1980,118690.88
Car,SL-Class 1981,72928.12
Car,SL-Class 1990,95548.38
Car,SL-Class 2001,84099.05
Car,SL-Class 2005,29862.5
Car,SL-Class 1998,28072.26
Car,SLK-Class 1997,13099.17
Car,SLK-Class 2004,98358.48
Car,SLK-Class 2006,94092.96
Car,SLK-Class 1998,15096.07
Car,SLX 1999,11804.85
Car,SLX 1997,56696.78
Car,Solara,108575.95
Car,Somerset,43851.07
Car,Sonata,20846.83
Car,Sonoma 1978,106308.35
Car,Sonoma 1998,65646.81
Car,Sonoma Club Coupe 1983,76713.22
Car,Sorento 1986,75260.17
Car,Sorento 1978,71713.73
Car,Soul,68623.69
Car,Sportage,32566.83
Car,Sprinter,114711.69
Car,Spyder 1980,82461.22
Car,Spyder 1976,112632.86
Car,Spyder 2005,119123.93
Car,Spyder 2004,103933.45
Car,S-Series 1986,100897.94
Car,S-Series 1976,25404.55
Car,S-Series 1981,89708.96
Car,Starion 1982,84682.12
Car,Starion 1986,11439.37
Car,Stealth 1984,60066.4
Car,Stealth,23619.27
Car,Storm,70548.54
Car,Stratus,114161.28
Car,STS,114580.81
Car,S-Type,64931.56
Car,Suburban 1500 1988,63463.37
Car,Suburban 1500 1978,33642.7
Car,Suburban 1500 1998,118835.09
Car,Suburban 2500 1987,85045.87
Car,Suburban 2500 1977,90352.96
Car,Sunbird 1975,39695.21
Car,Sunbird 1985,61787.37
Car,Sunbird 1986,55291.49
Car,Sunfire,15921.39
Car,Supra,93935.61
Car,SVX 2008,35463.49
Car,SVX 2009,42670.53
Car,Swift 1971,110998.62
Car,Swift 2000,11484.28
Car,Swift 1999,23315.46
Car,SX4,40643.2
Car,T100 2002,51527.55
Car,T100 1999,104440.67
Car,Tacoma 2006,58529.99
Car,Tacoma 1997,82555.92
Car,Tacoma 1998,47906.25
Car,Tahoe 1987,117155.15
Car,Tahoe 1995,77561.95
Car,Tahoe 1997,45119.93
Car,Talon 2002,79002.83
Car,Talon 2006,119931.83
Car,Taurus 1998,43475.01
Car,Taurus 1987,12967.8
Car,Taurus 1978,111520.12
Car,Taurus 1992,105189.39
Car,Taurus 1983,42584.34
Car,Taurus 1987,119605.64
Car,tC,112638.24
Car,Tempest,107197.11
Car,Tempo,36898.34
Car,Tercel,70329.36
Car,Terrain 2002,25129.53
Car,Terrain 1997,79694.33
Car,Th!nk 2001,115052.55
Car,Th!nk 1997,73183.62
Car,Thunderbird 1977,86564.17
Car,Thunderbird 1997,15227.47
Car,Tiburon,37135.11
Car,Titan,25039.93
Car,Topaz,37811.83
Car,Torrent,110824.2
Car,Touareg 2004,83536.22
Car,Touareg 2006,96474.52
Car,Touareg 1975,35684.87
Car,Town & Country,66224.84
Car,Town Car 1977,69607.91
Car,Town Car 1986,20048.79
Car,Tracer 1987,62073.46
Car,Tracer 1988,44971.3
Car,Tracker,37376.52
Car,Tredia 1998,22208.73
Car,Tredia 1993,40667.9
Car,Tribeca,32199.07
Car,Trooper 2000,98712.45
Car,Trooper 2001,20292.57
Car,TSX,116989.62
Car,TT,24201.53
Car,Tucson 1997,62430.26
Car,Tucson 1998,111139.55
Car,Tucson 1996,66803.26
Car,V50,76849.66
Car,V70,111465.3
Car,V8,67743.93
Car,V8 Vantage,90381.75
Car,V8 Vantage S 2006,73266.23
Car,V8 Vantage S 2000,89026.56
Car,Vandura 2500,50813.99
Car,Vandura G1500,64005.48
Car,Vandura G3500,51224.82
Car,Venture,114721.38
Car,Versa 1997,15239.04
Car,Versa 1999,36152.88
Car,Veyron,33869.93
Car,Vibe,29682.12
Car,Vigor 1998,108105.93
Car,Vigor 1997,76526.18
Car,Viper 2002,116716.08
Car,Viper 1998,77106.78
Car,Vision,88639.65
Car,Vitara,21815.15
Car,Voyager,57593.79
Car,VUE,99288.26
Car,W201,59037.64
Car,Windstar 1979,53056.06
Car,Windstar 1972,32213.15
Car,Windstar 1980,100259.08
Car,Wrangler 1993,109050.56
Car,Wrangler 1983,65516.4
Car,Wrangler 1996,20030.03
Car,X3,52912.88
Car,X4,105313.91
Car,X6,35921.93
Car,X5,103792.98
Car,X-90 1997,65575.51
Car,X-90 1996,99382.14
Car,X-90 1995,43571.26
Car,xA 1994,48562.64
Car,xA 1996,11063.02
Car,xB,74156.57
Car,XC60,110769.4
Car,xD,21740.63
Car,XJ 1975,36767.37
Car,XJ 1976,43863.6
Car,XJ Series 1982,90345.76
Car,XJ Series 1999,110482.88
Car,XK 1983,16062.41
Car,XK 1986,16684.62
Car,XK Series 1975,44175.42
Car,XK Series 2000,46035.37
Car,XL-7,38559.66
Car,Xterra,60251.38
Car,Xtra 1978,55596.43
Car,Xtra 1988,31596.79
Car,Yaris,87134.4
Car,Yukon 1993,47703.29
Car,Yukon 1990,41566.46
Car,Yukon 1992,69700.74
Car,Yukon XL 1500 1999,101378.04
Car,Yukon XL 1500 1998,82573.01
Car,Yukon XL 2500 2000,39168.99
Car,Yukon XL 2500 2001,18047.93
Car,Yukon XL 2500 2002,63797.57
Car,Yukon XL 2500 2003,36749.85
