Product_Category,Product_Name,Product_Value
Plants,California Rockjasmine,200.0
Plants,California Woodsorrel,195.0
Plants,Callaeum,97.0
Plants,Campion,61.0
Plants,Canadian Clearweed,69.0
Plants,Canary Violet,107.0
Plants,Canby's Angelica,142.0
Plants,Canby's Lobelia,192.0
Plants,Candle Snuffer Moss,11.0
Plants,Cane Bluestem,148.0
Plants,Cap Lichen,80.0
Plants,Cardinal Beardtongue,59.0
Plants,Carmel Ceanothus,85.0
Plants,Carolina Dayflower,34.0
Plants,Carolina Rose,49.0
Plants,Carolina Wild Petunia,41.0
Plants,Carrotwood,13.0
Plants,Carson's Waterparsnip,51.0
Plants,Cascade Calicoflower,155.0
Plants,Castela,125.0
Plants,Catalina Nightshade,112.0
Plants,Catnip Noseburn,59.0
Plants,Caucasian Lime,66.0
Plants,Ceboruquillo,198.0
Plants,Cedar-of-goa,89.0
Plants,Chaff Flower,14.0
Plants,Changeable Velvetberry,130.0
Plants,Chaparral Silktassel,60.0
Plants,Chapman's Bristlegrass,154.0
Plants,Chequered Lily,86.0
Plants,Chewstick,33.0
Plants,Chihuahuan Ash,79.0
Plants,Chilean Jessamine,170.0
Plants,Chinchweed,135.0
Plants,Chione,154.0
Plants,Chiricahua Mountain Brookweed,75.0
Plants,Chromatochlamys Lichen,60.0
Plants,Chusquea Bamboo,93.0
Plants,Cieneguillo,139.0
Plants,Cliff Desertdandelion,100.0
Plants,Clovenfoot Plumegrass,41.0
Plants,Clubmoss,20.0
Plants,Clubmoss Mountain Heather,99.0
Plants,Clustered Goldenweed,20.0
Plants,Clustered Mille Graines,184.0
Plants,Coast Checkerbloom,30.0
Plants,Coast Plantain,181.0
Plants,Coast Range False Bindweed,190.0
Plants,Coast Range Linanthus,39.0
Plants,Coastal Buckwheat,55.0
Plants,Coastal False Asphodel,38.0
Plants,Coastal Flatsedge,26.0
Plants,Coastal Sandmat,123.0
Plants,Cobwebby Indian Paintbrush,163.0
Plants,Cody's Rockcress,76.0
Plants,Cohitre Blanco,166.0
Plants,Cohosh,170.0
Plants,Colocasia,124.0
Plants,Columbia River Wormwood,40.0
Plants,Columbian Stitchwort,122.0
Plants,Common Boneset,29.0
Plants,Common Butterwort,168.0
Plants,Common Buttonbush,92.0
Plants,Common Coleus,110.0
Plants,Common Comfrey,13.0
Plants,Common Dandelion,115.0
Plants,Common Gypsyweed,123.0
Plants,Common Hardgrass,138.0
Plants,Common Nipplewort,23.0
Plants,Common Whipplea,102.0
Plants,Composite Dropseed,88.0
Plants,Contorted Rimmed Lichen,116.0
Plants,Convex Lichenothelia Lichen,83.0
Plants,Cooper's Popcornflower,179.0
Plants,Coral Granular Lichen,82.0
Plants,Coralbean,167.0
Plants,Corpus Christi Fleabane,23.0
Plants,Coville's Serviceberry,11.0
Plants,Cow Vetch,124.0
Plants,Crab Apple,77.0
Plants,Crabgrass,179.0
Plants,Crater Lichen,136.0
Plants,Creeping Milkvetch,178.0
Plants,Crenulate Rhabdoweisia Moss,189.0
Plants,Crested Woodfern,97.0
Plants,Crimson Bluestem,72.0
Plants,Crossandra,49.0
Plants,Cryptantha,118.0
Plants,Cuddy Mountain Onion,59.0
Plants,Cultivated Tobacco,28.0
Plants,Cup Lichen,110.0
Plants,Curly Sedge,52.0
Plants,Curlytop Knotweed,165.0
Plants,Curve-leaf Yucca,80.0
Plants,Curvepod Milkvetch,59.0
Plants,Cusick's Beardtongue,52.0
Plants,Cutleaf Blackberry,142.0
Plants,Cutleaf Grapefern,30.0
Plants,Cutleaf Nightshade,159.0
Plants,Cutler's Spurred Lupine,88.0
Plants,Cyclamen,163.0
Plants,Cynometra,14.0
Plants,Cynometra,24.0
Plants,Cyrto-hypnum Moss,95.0
Plants,Dactylina Lichen,108.0
Plants,Damianita,45.0
Plants,Dark-fruited Cotoneaster,129.0
Plants,Davis' Fleabane,78.0
Plants,Deam's Rosinweed,192.0
Plants,Deer's Foot,141.0
Plants,Deformed Cup Lichen,83.0
Plants,Delicate Buttercup,24.0
Plants,Delta Tule Pea,166.0
Plants,Dense Cassia,165.0
Plants,Desert Calico,32.0
Plants,Desert Draba,26.0
Plants,Desert Evening Primrose,130.0
Plants,Desert Foxglove,92.0
Plants,Desert Tobacco,181.0
Plants,Devilqueen,196.0
Plants,Diamondleaf Willow,126.0
Plants,Diamondleaf Willow,107.0
Plants,Dillenia,53.0
Plants,Diploicia Lichen,145.0
Plants,Disc Lichen,185.0
Plants,Distichium Moss,119.0
Plants,Dogwood,173.0
Plants,Donn's Small Limestone Moss,82.0
Plants,Dorstenia,88.0
Plants,Dot Lichen,124.0
Plants,Doubting Mariposa Lily,31.0
Plants,Douglas' Grasswidow,102.0
Plants,Downy Indian Paintbrush,153.0
Plants,Downy Phlox,127.0
Plants,Downy Yellow Violet,26.0
Plants,Drepanocladus Moss,100.0
Plants,Drops Of Gold,29.0
Plants,Drummond's Cinquefoil,21.0
Plants,Drummond's False Pennyroyal,169.0
Plants,Drummond's Rush,42.0
Plants,Dunn's Lobelia,103.0
Plants,Dwarf Azalea,161.0
Plants,Dwarf Dwarf-cudweed,17.0
Plants,Dwarf Huckleberry,64.0
Plants,Dwarf Lilyturf,75.0
Plants,Dwarf Naupaka,97.0
Plants,Dwarf Polypody,41.0
Plants,Early Azalea,39.0
Plants,Earth Lichen,122.0
Plants,Earthsmoke,37.0
Plants,Eastern Sweetshrub,140.0
Plants,Ebony Diospyros,114.0
Plants,Egyptian Carissa,118.0
Plants,Elizabeth's Felt Lichen,182.0
Plants,Elliott's Bluestem,13.0
Plants,Erect Island Spleenwort,87.0
Plants,Esparto,176.0
Plants,European Beech,93.0
Plants,European Stoneseed,99.0
Plants,Everniastrum Lichen,161.0
Plants,False Aloe,146.0
Plants,False Buttercup,132.0
Plants,False Coffee,156.0
Plants,False Fleabane,50.0
Plants,False Gilyflower,175.0
Plants,False Mayweed,84.0
Plants,False Spleenwort,120.0
Plants,Falsegold Groundsel,23.0
Plants,Fan Palm,123.0
Plants,Feltleaf Monardella,48.0
Plants,Fernleaved Pedicularis,55.0
Plants,Field Locoweed,70.0
Plants,Fineleaf Fournerved Daisy,187.0
Plants,Fir Mistletoe,168.0
Plants,Firethread Sedge,75.0
Plants,Firmleaf Willow,148.0
Plants,Five Eyes,68.0
Plants,Fiveflower Rockdaisy,11.0
Plants,Fiveleaf Yam,28.0
Plants,Five-stamen Tamarisk,162.0
Plants,Fivetooth Spineflower,95.0
Plants,Flatleaf Bladderwort,71.0
Plants,Flatwoods St. Johnswort,84.0
Plants,Flaxleaf False Foxglove,12.0
Plants,Florida Anisetree,30.0
Plants,Florida Beard Lichen,69.0
Plants,Florida Hedgehyssop,54.0
Plants,Florida Lacefern,51.0
Plants,Florida Lady's Nightcap,102.0
Plants,Florida Pore Lichen,49.0
Plants,Florida Sandreed,146.0
Plants,Florida Scrub Skullcap,82.0
Plants,Foothill Rush,197.0
Plants,Forest Dubautia,193.0
Plants,Forked Chickweed,69.0
Plants,Forked Jelly Lichen,169.0
Plants,Forked Rush,28.0
Plants,Fowler's Knotweed,41.0
Plants,Freckled Milkvetch,31.0
Plants,Fremont's Bladderpod,139.0
Plants,Fremont's Deathcamas,40.0
Plants,Fringed Grass Of Parnassus,141.0
Plants,Fringed Loosestrife,64.0
Plants,Fringed Pink,143.0
Plants,Fringeleaf Lobelia,199.0
Plants,Gambel Oak,19.0
Plants,Garcinia,111.0
Plants,Garcinia,176.0
Plants,Gattinger's Panicgrass,108.0
Plants,Giant Blue Iris,108.0
Plants,Gila Thistle,33.0
Plants,Glacial Sedge,96.0
Plants,Globe Fimbry,92.0
Plants,Glomerate Sedge,143.0
Plants,Glowing Nightshade,155.0
Plants,Godfrey's Spiderlily,53.0
Plants,Goldeneye Phlox,176.0
Plants,Goldenrod,40.0
Plants,Goldman's Silktassel,30.0
Plants,Goldmoss Stonecrop,40.0
Plants,Graceful Buttercup,198.0
Plants,Graham's Willow,115.0
Plants,Grapefern,120.0
Plants,Graphina Lichen,72.0
Plants,Grassyslope Arctic Sedge,107.0
Plants,Graying Clover,82.0
Plants,Grayleaf Willow,135.0
Plants,Gray's Lily,63.0
Plants,Great Basin Brome,129.0
Plants,Great Laurel,101.0
Plants,Greater Straw Sedge,98.0
Plants,Green Fly Orchid,114.0
Plants,Greene's Milkvetch,24.0
Plants,Greensword,147.0
Plants,Guatemalan Indigo,165.0
Plants,Guayabota De Sierra,197.0
Plants,Guayama Copperleaf,189.0
Plants,Gulf Leaf-flower,112.0
Plants,Gum Bully,68.0
Plants,Gyalidea Lichen,123.0
Plants,Haha,189.0
Plants,Hairy Gumweed,196.0
Plants,Hairy Lipfern,151.0
Plants,Hairy Rockcress,149.0
Plants,Hairy White Oldfield Aster,34.0
Plants,Haleakala Lobelia,178.0
Plants,Hall's Bush Lupine,160.0
Plants,Handsome Beardtongue,160.0
Plants,Hardstem Lovegrass,14.0
Plants,Harperocallis,38.0
Plants,Harrison's Barberry,79.0
Plants,Harsh Dewberry,127.0
Plants,Harwood's Woollystar,134.0
Plants,Hasse's Thelenella Lichen,29.0
Plants,Hawai'ian Buttercup,150.0
Plants,Hayden's Clover,148.0
Plants,Hayden's Indian Paintbrush,179.0
Plants,Heartleaf Skullcap,32.0
Plants,Heartleaf Spikemoss,88.0
Plants,Hebe,23.0
Plants,Hedgehog Cactus,151.0
Plants,Hedgehyssop,56.0
Plants,Heldreich's Alfalfa,75.0
Plants,Heller's Cieneguillo,172.0
Plants,Heller's Draba,78.0
Plants,Heller's Spurge,43.0
Plants,Henson's Calammophila,62.0
Plants,Hepburn's Sedge,173.0
Plants,Himalayan Cypress,145.0
Plants,Hoary Phacelia,109.0
Plants,Hoary Tansyaster,86.0
Plants,Hoarypea,156.0
Plants,Holarrhena,108.0
Plants,Hophead Philippine Violet,164.0
Plants,Horehound,155.0
Plants,Horseflesh Mahogany,133.0
Plants,Howaiaulu Island-daisy,67.0
Plants,Howelliella,161.0
Plants,Hualalai Hau Kuahiwi,84.0
Plants,Hutchins' Ulota Moss,79.0
Plants,Hybrid Hickory,27.0
Plants,Hybrid Oak,100.0
Plants,Hybrid Rose,89.0
Plants,Hybrid Violet,67.0
Plants,Hybrid Willow,168.0
Plants,Hydrothyria Lichen,35.0
Plants,Hydrothyria Lichen,176.0
Plants,Idaho Fescue,74.0
Plants,Imshaug's Tube Lichen,28.0
Plants,Indian Breadroot,189.0
Plants,Indian Frankincense,57.0
Plants,Indigoberry,95.0
Plants,Ivyleaf Groundcherry,58.0
Plants,Ixeris,91.0
Plants,James' Nailwort,147.0
Plants,Japanese Flowering Cherry,35.0
Plants,Javanese Flatsedge,27.0
Plants,Jeruselem Thorn,48.0
Plants,Jetbead,163.0
Plants,Jeweled Maiden Fern,76.0
Plants,Jeweled Thistle,40.0
Plants,Jewels Of Opar,50.0
Plants,Jill Of The Rocks,160.0
Plants,Jointtail Grass,151.0
Plants,Joseph's-coat,152.0
Plants,Jujube,87.0
Plants,Jujube,188.0
Plants,July Gold,134.0
Plants,Jumping Cholla,169.0
Plants,Junegrass,32.0
Plants,Jurupa Hills Suncup,22.0
Plants,Kamalo Gulch Catchfly,166.0
Plants,Kansas Fissidens Moss,189.0
Plants,Karamyschev's Wheat,122.0
Plants,Kathul Mountain Draba,48.0
Plants,Kauai Yellowwood,167.0
Plants,Kellogg's Knotweed,188.0
Plants,Kennedy's Buckwheat,132.0
Plants,Keurboom,41.0
Plants,Kidney Bean,60.0
Plants,Kilauea Mauna Cyanea,100.0
Plants,King Desertparsley,82.0
Plants,Klamath Cinquefoil,59.0
Plants,Klamath Fawnlily,132.0
Plants,Klamath Rockcress,50.0
Plants,Knapweed,68.0
Plants,Knotted Pearlwort,43.0
Plants,Kohala Mountain Stenogyne,69.0
Plants,Kopa,49.0
Plants,Kopiko 'ula,23.0
Plants,Krauss' Spikemoss,39.0
Plants,Kunzea,80.0
Plants,Labrador Cup Lichen,181.0
Plants,Lacy Phacelia,200.0
Plants,Lady's Tresses,151.0
Plants,Large Gray Willow,72.0
Plants,Largeflower Crested Coralroot,195.0
Plants,Large-flower Primrose-willow,173.0
Plants,Largeflower Suncup,92.0
Plants,Largeleaf Springparsley,105.0
Plants,Larger Western Mountain Aster,125.0
Plants,Larkspur,28.0
Plants,Lateflowering Goosefoot,75.0
Plants,Latin Globemallow,123.0
Plants,Lavin's Milkvetch,123.0
Plants,Leafless Beaked Lady Orchid,171.0
Plants,Lecidea Lichen,137.0
Plants,Lecidea Lichen,166.0
Plants,Leggett's Pinweed,196.0
Plants,Lemmon's Cloak Fern,85.0
Plants,Lemmon's Lessingia,199.0
Plants,Lemmon's Mustard,170.0
Plants,Lemonyellow False Goldenaster,124.0
Plants,Leonard's Beardtongue,48.0
Plants,Lesdain's Dust Lichen,46.0
Plants,Liddon Sedge,174.0
Plants,Limestone Grass,135.0
Plants,Limestone Prairie Fleabane,88.0
Plants,Lindheimer's Blazingstar,192.0
Plants,Little Western Bittercress,195.0
Plants,Lobelia,13.0
Plants,Locoweed,91.0
Plants,Loeskypnum Moss,153.0
Plants,Lomatogonium,171.0
Plants,London Planetree,151.0
Plants,Lonely Lily,10.0
Plants,Long-fruit Jewelflower,87.0
Plants,Longleaf Mock Thelypody,58.0
Plants,Longleaf Plume Fern,189.0
Plants,Longleaf Speedwell,139.0
Plants,Loosehead Beaksedge,32.0
Plants,Lost Hills Saltbush,10.0
Plants,Louisiana Quillwort,128.0
Plants,Lyellia Moss,64.0
Plants,Macata Bourse Bastard,58.0
Plants,Madhuca,45.0
Plants,Mahogany Fawnlily,140.0
Plants,Maluco,34.0
Plants,Mammea,17.0
Plants,Manybranched Pepperweed,144.0
Plants,Manyflower Saxifrage,28.0
Plants,Manyflower Stickseed,135.0
Plants,Manyseed,163.0
Plants,Map Lichen,18.0
Plants,Marshweed,41.0
Plants,Maryland Hawkweed,69.0
Plants,Masai Clover,197.0
Plants,Mat Muhly,185.0
Plants,Matroot Penstemon,174.0
Plants,Maui Geranium,72.0
Plants,Maxon's Goldback Fern,120.0
Plants,Meadow Horsetail,79.0
Plants,Mediterranean Broom,38.0
Plants,Mediterranean Tapeweed,25.0
Plants,Meesia Moss,176.0
Plants,Melanelia Lichen,31.0
Plants,Mendocino Sedge,16.0
Plants,Mendrina,61.0
Plants,Messmate,163.0
Plants,Mexican Blazing Star,125.0
Plants,Mexican Panicgrass,123.0
Plants,Mexican Scaly Cloakfern,118.0
Plants,Mexican Vanilla,184.0
Plants,Meyen's Twinsorus Fern,155.0
Plants,Miniature Lupine,16.0
Plants,Mint Vervain,112.0
Plants,Missouri Foxtail Cactus,115.0
Plants,Missouri Lambsquarters,164.0
Plants,Mock Buckthorn,11.0
Plants,Mogollon Mountain Ragwort,21.0
Plants,Mojave Suncup,165.0
Plants,Molokai Ohaha,198.0
Plants,Mona Island Sandmat,38.0
Plants,Monarch Birch,40.0
Plants,Monkeyflower,22.0
Plants,Morning Glory,161.0
Plants,Morrison's Jewelflower,199.0
Plants,Morro Milkvetch,78.0
Plants,Moss Campion,13.0
Plants,Mountain False Indigo,119.0
Plants,Mountain Lichen,93.0
Plants,Mountain Lupine,150.0
Plants,Mountain Oxeye,93.0
Plants,Mountain Pine,31.0
Plants,Mouse-ear Chickweed,81.0
Plants,Mt. Dellenbaugh Sandwort,105.0
Plants,Mt. Eke Pritchardia,115.0
Plants,Mt. Waialeale 'ohe,191.0
Plants,Mucilage Manjack,17.0
Plants,Muhlenberg's Centaury,74.0
Plants,Muntingia,198.0
Plants,Mutis' Burrweed,102.0
Plants,Myrinia Moss,63.0
Plants,Myroxylon,73.0
Plants,Na Pali-kona Woodfern,174.0
Plants,Na'ena'e Pua Melemele,97.0
Plants,Naked Mexicanhat,172.0
Plants,Napali Coast Papala,53.0
Plants,Narihira Bamboo,169.0
Plants,Narrowleaf Marsh Elder,25.0
Plants,Navel Cornsalad,35.0
Plants,Nealley's Globe Amaranth,47.0
Plants,Netleaf Hackberry,29.0
Plants,Nevada Pottia Moss,162.0
Plants,New Mexico Xanthoparmelia Lichen,133.0
Plants,Nightshade,115.0
Plants,North Coast Semaphoregrass,192.0
Plants,Northern Jacob's-ladder,29.0
Plants,Northern Meadowsweet,135.0
Plants,Northwestern Groundsel,158.0
Plants,Northwestern Twayblade,78.0
Plants,Nutmeg,65.0
Plants,Nutmeg Hickory,114.0
Plants,Nutrush,18.0
Plants,Nuttall's Quillwort,80.0
Plants,Nuttall's Saltbush,28.0
Plants,Oblong Bryum Moss,186.0
Plants,Obovate Andreaea Moss,35.0
Plants,Oersted's Atrichum Moss,182.0
Plants,Oglethorpe Oak,11.0
Plants,Ohio Buckeye,19.0
Plants,Oldwoman,161.0
Plants,Oligotrichum Moss,85.0
Plants,Olympic Onion,32.0
Plants,Oneflower Clover,19.0
Plants,Oneflower Fleabane,122.0
Plants,Oppositeleaf Russian Thistle,99.0
Plants,Opuhe,130.0
Plants,Orange Bush Monkeyflower,25.0
Plants,Orange Lichen,118.0
Plants,Oregon Bensoniella,61.0
Plants,Oregon Klamath Plum,111.0
Plants,Organ Mountain Laceleaf,43.0
Plants,Organ Mountain Larkspur,150.0
Plants,Oriental Popcornflower,23.0
Plants,Ouricury Palm,151.0
Plants,Ovate Goatgrass,146.0
Plants,Ovate Marsh Fern,63.0
Plants,Pacific Gilia,77.0
Plants,Packard's Wormwood,124.0
Plants,Pagoda Buckwheat,66.0
Plants,Paiute Suncup,105.0
Plants,Pale Poppy,115.0
Plants,Palespike Lobelia,94.0
Plants,Pallid Hoptree,94.0
Plants,Pallid Hoptree,77.0
Plants,Panamint Mountain Lupine,101.0
Plants,Panamint Springparsley,159.0
Plants,Panguitch Buckwheat,121.0
Plants,Panhandle Lily,37.0
Plants,Paperflower,13.0
Plants,Paradox Hybrid Walnut,60.0
Plants,Parish's Broomrape,115.0
Plants,Parish's Rabbitbrush,185.0
Plants,Peacock Sprangletop,154.0
Plants,Peccania Lichen,12.0
Plants,Peniocereus,125.0
Plants,Penthorum,60.0
Plants,Peperomia,42.0
Plants,Pepino,56.0
Plants,Persian Goatgrass,99.0
Plants,Peruvian Cartilage Lichen,73.0
Plants,Petrea,182.0
Plants,Philippine Pigeonwings,48.0
Plants,Physcomitrium Moss,111.0
Plants,Pillar False Gumweed,199.0
Plants,Pine Barren Goldenheather,30.0
Plants,Pineneedle Milkweed,57.0
Plants,Pink Sand Verbena,136.0
Plants,Pinkflower Hedgehog Cactus,43.0
Plants,Pinyon Groundsmoke,88.0
Plants,Piper's Anemone,119.0
Plants,Pitted Beardgrass,37.0
Plants,Placidiopsis Lichen,162.0
Plants,Placidiopsis Lichen,53.0
Plants,Plagiomnium Moss,173.0
Plants,Plagiopus Moss,73.0
Plants,Plantainleaf Dubautia,119.0
Plants,Plateau Catchfly,135.0
Plants,Pohe Hiwa,90.0
Plants,Pole Butterflybush,172.0
Plants,Polkadots,59.0
Plants,Polygala,118.0
Plants,Pondweed,57.0
Plants,Pondweed,61.0
Plants,Porcupine Jointvetch,165.0
Plants,Porocyphus Lichen,152.0
Plants,Porter's Wormwood,101.0
Plants,Pouzolzia,151.0
Plants,Prairie Milkweed,198.0
Plants,Prairie Snoutbean,79.0
Plants,Prostrate False Pimpernel,95.0
Plants,Protothelenella Lichen,200.0
Plants,Pseudocrossidium Moss,115.0
Plants,Pseudostellaria,139.0
Plants,Pseudotaxiphyllum Moss,24.0
Plants,Pua'akuhinia,19.0
Plants,Puerto Rico Manac,172.0
Plants,Pullback,94.0
Plants,Purple Cyanea,22.0
Plants,Purple Prairie Clover,114.0
Plants,Purple Silkyscale,74.0
Plants,Pygmy Alpinegold,116.0
Plants,Pyrethum Daisy,139.0
Plants,Radiate Fingergrass,30.0
Plants,Ragged Rockflower,190.0
Plants,Rayless Aster,65.0
Plants,Red Buckeye,90.0
Plants,Red Fescue,101.0
Plants,Red Melastome,129.0
Plants,Redhot Poker,33.0
Plants,Redspot Clarkia,16.0
Plants,Reverchon's False Pennyroyal,181.0
Plants,Rice Button Aster,132.0
Plants,Richardson's Geranium,151.0
Plants,Richardson's Phlox,71.0
Plants,Rim Lichen,142.0
Plants,Rimularia Lichen,111.0
Plants,Roadside Agrimony,179.0
Plants,Rock Clematis,136.0
Plants,Rocklady,130.0
Plants,Rooting Chainfern,179.0
Plants,Rose's Ticktrefoil,42.0
Plants,Rosilla,151.0
Plants,Rough Draba,36.0
Plants,Roughhairy Maiden Fern,135.0
Plants,Round-leaf Fountain Palm,76.0
Plants,Round-leaf Mallee,114.0
Plants,Roundspike Cryptantha,122.0
Plants,Rubber Rabbitbrush,75.0
Plants,Rubber Rabbitbrush,17.0
Plants,Rusby's Locust,22.0
Plants,Russelia,52.0
Plants,Saddlebush,87.0
Plants,Safflower,185.0
Plants,Sagebrush,102.0
Plants,Sagebrush,18.0
Plants,Sagebrush Combseed,39.0
Plants,Salal,172.0
Plants,Saline Saltbush,166.0
Plants,Salmon Creek Indian Paintbrush,158.0
Plants,Salmon Gum,61.0
Plants,San Antonio Bluestar,39.0
Plants,San Antonio Hills Monardella,34.0
Plants,San Bernardino Aster,199.0
Plants,San Bernardino Vervain,62.0
Plants,San Francisco Campion,188.0
Plants,San Francisco Owl's-clover,193.0
Plants,San Francisco Woodland-star,163.0
Plants,San Joaquin Bluecurls,15.0
Plants,San Luis Blazingstar,24.0
Plants,San Luis Yellowcress,28.0
Plants,Sanborn's Onion,148.0
Plants,Sand Pea,173.0
Plants,Sand Pygmyweed,169.0
Plants,Sandcherry,120.0
Plants,Sandpuffs,178.0
Plants,Sandyfield Beaksedge,64.0
Plants,Sanguinaria,45.0
Plants,Sanicle,63.0
Plants,Sarah's Buckwheat,14.0
Plants,Sargent's Cypress,91.0
Plants,Sassafras,55.0
Plants,Savannah-panicgrass,102.0
Plants,Saw Palmetto,191.0
Plants,Scarlet Gilia,133.0
Plants,Scarlet Keckiella,139.0
Plants,Scarlet Keckiella,134.0
Plants,Scarlet Lady's Tresses,49.0
Plants,Schimper's Acaulon Moss,148.0
Plants,Schleicher's Entodon Moss,151.0
Plants,Sclerocarya,83.0
Plants,Scouler's Popcornflower,184.0
Plants,Script Lichen,65.0
Plants,Scrub Oak,126.0
Plants,Sea Rush,44.0
Plants,Seagrape,18.0
Plants,Seaside Barley,35.0
Plants,Seaside Bittercress,169.0
Plants,Seaside Delosperma,26.0
Plants,Sebastian-bush,182.0
Plants,Senegal Saba,118.0
Plants,Sensitive Partridge Pea,23.0
Plants,Serpentine Savory,189.0
Plants,Sessileflower False Goldenaster,157.0
Plants,Shade Mudflower,192.0
Plants,Shafer's Hawthorn,37.0
Plants,Shaggy Hedgehyssop,164.0
Plants,Sharpleaf Gumweed,190.0
Plants,Sharpleaf Hookeria Moss,38.0
Plants,Sharp's Weissia Moss,103.0
Plants,Shasta Popcornflower,155.0
Plants,Shining Blazingstar,134.0
Plants,Shinyleaf Spirea,50.0
Plants,Shockley's Milkvetch,11.0
Plants,Shockley's Milkvetch,66.0
Plants,Shore Aster,59.0
Plants,Shore Quillwort,101.0
Plants,Shorea,94.0
Plants,Shortfruit Spikerush,164.0
Plants,Shortleaf Small Limestone Moss,16.0
Plants,Shortray Rockdaisy,32.0
Plants,Shortseed Waterwort,118.0
Plants,Showy Draba,51.0
